Page ID,Page Name,Disclaimer,Amount Spent (USD)﻿
110280253735683,Alexandria Ocasio-Cortez Fan Club,Imran M Jemal,≤100
780619362083463,Vision Impact Institute,The Vision Impact Institute,107
151757038879920,Alyse Galvin for Congress 2020,ALYSE FOR ALASKA,268
100157073706206,Clorissti for ECUA District 3,Clorissti Berine  Shoemo,≤100
819465628069470,DeAngelis Diamond,These ads ran without a disclaimer,≤100
463095630924391,US Business Funding,Credox,586
205238189588054,"Race, Racism and the Law",Professor Vernellia Randall,≤100
287083664785601,Personhood,These ads ran without a disclaimer,≤100
104311357866755,Michael of Nebadon,Strongate LLC,≤100
389119978332258,We Are Apartments,The National Association of Apartments and the National Multifamily Housing Council,≤100
1769625150017881,Strong Start to Finish,These ads ran without a disclaimer,≤100
102198711338906,3M Claim Support,These ads ran without a disclaimer,185
14673807622,Wisconsin Conservation Voters,Wisconsin Conservation Voters Independent Expenditure Committee,≤100
103131054573692,Crawfordology,These ads ran without a disclaimer,≤100
104088680941526,Matt Jowanna for County Court Judge,Matt Jowanna for County Court Judge,≤100
101323007957636,WeAre Foundation,These ads ran without a disclaimer,≤100
196622367084590,Dulcie Taylor,Thomas M Wainman,≤100
2357719174512348,Joe Scott for Supervisor of Elections,"Joevahn ""Joe"" Scott, Democrat for Supervisor of Elections",≤100
21455818797,Feed the Children,"FEED THE CHILDREN, INC.",522
2290034467878160,Axcentuate Accessories,Jason Omar Masri,≤100
231324480649319,LanZardis Productions,These ads ran without a disclaimer,≤100
104289224445219,2020SupplyCo,Aiden Schutt,≤100
104190161088262,Let SC Decide,Let SC Decide,≤100
101918201266096,Dontavius L. Jarrells,Friends of Dontavius Jarrells,≤100
106333028376,"Nichols Kaster, PLLP",Nichols Kaster PLLP,≤100
108599743871418,Climate2020 Podcast,Climate 2020 Podcast,≤100
155387981483715,CHILD Advocacy Organisation,These ads ran without a disclaimer,≤100
178256609646,Murray Communications,Murray Communications,≤100
108343524020884,Delaware County Republican PAC,Ohio Republican PAC,≤100
2477934522257579,U Decide App,Karen Neicy Holbrook,≤100
100774101543912,KarPay Treasures,Michael Shane Browning,≤100
108640580619154,Claire Gustafson for Congress,CLAIRE GUSTAFSON FOR CONGRESS 2020,≤100
100370101528627,Rick Wood Candidate for MA Republican State Committee,Red Massachusetts Grassroots Action,≤100
303698546498902,Castro & Co. - International Tax Attorneys,John Anthony Castro,196
1429499560657545,Southern Door Art,These ads ran without a disclaimer,≤100
200680393305501,"Geography, Planning & Urban Studies at Routledge",These ads ran without a disclaimer,≤100
998906080219256,MiZack,These ads ran without a disclaimer,≤100
427290978110426,Backpage Trafficking,X Social Media LLC,1015
2311489605552071,Customers Who Care,Customers Who Care,≤100
148942695133440,Northern Plains Resource Council,NORTHERN PLAINS RESOURCE COUNCIL,≤100
508355855857086,The Prodigal Republican,Marc Thomas Little,≤100
106136417435051,Iwantmyoceanback,Iwantmyoceanback,≤100
1483715808520759,Glenn Troast,Re-elect Glenn Toast Lighthouse Point Mayor,≤100
1690533811188615,Advocates for Justice Foreclosure Defense Paralegal Service,These ads ran without a disclaimer,≤100
186683031376609,Luv & Kiwi,These ads ran without a disclaimer,≤100
677262945685699,Becky Nordgren,Becky Nordgren Campaign,≤100
180448509133557,Red Caravel Antiques,These ads ran without a disclaimer,≤100
151112618284015,DigDeep,DigDeep Right to Water Project,≤100
372799605421,DeSmog,DeSmog,≤100
212009062197107,Higher Heights for America,Aprill Olivia Turner,≤100
17270171477,NC Conservation Network,NC CONSERVATION NETWORK,≤100
117144406505079,Judge Peter Mack,Paid For By Committee To Re-Elect Mack For Judge,≤100
106298000989151,चास का विकास विश्वास के साथ नईम अंसारी के हाथ,These ads ran without a disclaimer,≤100
101148251446778,Keep America Great Committee,KEEP AMERICA GREAT COMMITTEE,≤100
481663778643815,CLR Community Empowerment Inc.,"CLR COMMUNITY EMPOWERMENT, INC.",≤100
110815455606273,Latino Youth High School,Latino Youth High School,≤100
243856543217942,Jerry Carl For Congress,JERRY CARL FOR CONGRESS,≤100
112735922758892,Charlie Kirk,"Premiere Marketing, Inc.",103
355158401800181,Medicare Made Easy - Tampa Bay,Gary Wayne Crawford,≤100
103533244572203,William Patterson for Marshall County Council,William Russell Patterson,≤100
429651323843750,Verizon Wireless Workers Rising,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO, CLC",≤100
51405613519,Focus on the Family,Focus on the Family,≤100
100822738050183,Trump Star 2020,Greek Steel LLC,590
276684962405161,China US Focus,These ads ran without a disclaimer,≤100
111891756832652,Jeff Coleman for Congress,"JEFF COLEMAN FOR CONGRESS, INC.",≤100
1667638686847579,The Collective PAC,THE COLLECTIVE PAC,185
110615300479559,Emily Halevy for DeKalb Commissioner,"Emily For DeKalb, Inc.",≤100
428197550668534,Cedar Creative Co.,These ads ran without a disclaimer,≤100
105556394228711,Republican Authority,Republican Authority,≤100
289213691238937,Thrasher Coffee,Thrasher Coffee Co.,231
294851441371101,Goosehead Insurance - Steve Wills,These ads ran without a disclaimer,≤100
99271753546,DERMA E,These ads ran without a disclaimer,≤100
882613595418887,Adventology,Travis Hampton Walker,≤100
113834070042711,"Re-Elect Dr. Zickeyous Byrd, Superintendent of Conecuh County Schools",Zickeyous Montreds Byrd,≤100
372701716170134,Sold No More,Samantha C Byard,≤100
114987109266900,Senior Enrollment Center,Senior Enrollment Center,935
101176014673943,Michelle for Kansas,MICHELLE FOR KANSAS,≤100
109779253939582,Veterans Help Guide,Janese Brooke Green,≤100
202600839762879,I Am Pro-Life,Focus on the Family,≤100
286765578022499,Scobar,Scott M Barber,≤100
98912141410,American Forests,American Forests,136
109148490703523,Trump Gear Shop,Christiana None Dryden,≤100
121032753522,tokidoki,These ads ran without a disclaimer,≤100
104982977708871,Dr. Bisham Singh,Dr. Bisham Singh for Congress,≤100
1568427803440202,Columbia Global Reports,The Trustees of Columbia University in the City of New York,≤100
295708201330055,SMDN,These ads ran without a disclaimer,≤100
109673587226930,Danny K. Davis,Tumia None Romero,≤100
219347381451614,Library and Educational Services,These ads ran without a disclaimer,≤100
646227335894681,Ned Hancock,J. Ned Hancock Campaign,≤100
2590611427645902,Milan Collective,These ads ran without a disclaimer,≤100
290548664672,First Liberty,First Liberty Institute,520
113601460282262,Savvy Market Picks,Savvy Market Picks,≤100
229358837936619,"Janet Yang Rohr - For IL State Representative, 41st District",Friends of Janet Yang Rohr,≤100
104881317722736,Get-It-Out,Matthew Justin Viles,≤100
485170385327384,Patrick Pires,These ads ran without a disclaimer,≤100
191358244496,eyebobs eyewear,These ads ran without a disclaimer,≤100
615854911830541,Shore Buddies,Malte Niebelschetz,≤100
90107797870,Houston Food Bank,"HOUSTON FOOD BANK, THE",≤100
411439335903805,The Halfway Post,Cole Patrick Figus,≤100
290115401007663,Esposas Militares Hispanas USA Armed Forces,These ads ran without a disclaimer,≤100
680549575421741,UnitedVoice.com,"Beachside Media, Inc.",7940
2342382849306407,Agar Art,James F Fitzpatrick,≤100
104217037845544,We The Hongkongers,These ads ran without a disclaimer,≤100
229812467461262,Big League Politics,Big League Politics,≤100
676042872452848,Japan - The Government of Japan,These ads ran without a disclaimer,≤100
151724258198295,Dan Newlin,Dan Newlin Injury Attorneys,1320
1905515863109983,Power In Cooperation,ConocoPhillips,390
165578776831764,Twice The Speed,These ads ran without a disclaimer,≤100
425408274980132,Let's Be Honest,Priorities USA,159034
6985452607,Brita USA,The Clorox Company,18799
107268114186624,Citizens Who Love Naples,Citizens Who Love Naples,500
110296483887826,Founders Sing,These ads ran without a disclaimer,≤100
1852520761657982,4ocean,4ocean,3228
102285387997920,Freedom First Co,Freedom First Co,≤100
23875187730,Feeding America,Feeding America,3353
129007741060490,Steven Linne for Florida House,Steven Linne for Florida House,330
102360924699137,Shaun Toohey GOP State Committee,Red Massachusetts Grassroots Action,≤100
724141874433398,Free Press Action,Free Press Action Fund,≤100
269864630116380,"Michelle Bergstrom, School Committee Chair/Re-elect2020",Michelle D Bergstrom,≤100
236373756410374,Fred Seghetti Designs,Frederick Salvatore Seghetti,≤100
107210084216238,Humanity Forward,These ads ran without a disclaimer,≤100
387055404685275,Basic Books,"Hachette Book Group, Inc.",≤100
710669049286394,Woo the People,Khosro David Illulian,≤100
433446973789052,Let Us Vote For A Balanced Budget Amendment Citizen's Campaign,Let Us Vote For A Balanced Budget Amendment Citizen's Campaign,≤100
101666834660987,Bill Dunklin for State Senate,Bill Dunklin for State Senate,≤100
157622235096160,Jim Davis,JIM DAVIS FOR CONGRESS,≤100
102108957845885,rob_j_trump,These ads ran without a disclaimer,≤100
1196769660363002,Same God Film,"DIGITAL COAST MEDIA, LLC",≤100
987698164585861,Citizen Ed,Citizen Education,≤100
83328144177,Operation Broken Silence,Operation Broken Silence,≤100
117083799663539,Colleen Ann Reali for Judge,Colleen Ann Reali for Judge,≤100
113860552639151,Henry Bingham-Author,These ads ran without a disclaimer,≤100
235701154010364,The E Pluribus Unum Fund,E Pluribus Unum Fund,≤100
104105024458411,Big Perspective Media Group,Chas Lynell Sampson,≤100
144321649457391,The Temple,These ads ran without a disclaimer,≤100
20006038080,David Chiu,DAVID CHIU FOR ASSEMBLY 2020 FPPC #1414326,≤100
1524411157786675,2moda,"A.M.D.A. DISTRIBUTORS, INC.",≤100
292018201259366,We Raise Foundation,WE RAISE FOUNDATION,139
169746706728,Save Our Seas Foundation,Save Our Seas Foundation,≤100
328072970642479,Jaime Harrison,JAIME HARRISON FOR US SENATE,18446
422102834793422,"City of Delray Beach, Florida Government",Gina Yanet Carter,550
247140762313997,Jason Maughan For State House Rep. Dist. 76,Jason Maughan Campaign for FL House Rep. Dist. 76,154
102389457864860,Treehuggers Bracelets,ECOMX LLC,2059
131071596981970,EdVoice,EdVoice,≤100
8524198486,Physicians Committee for Responsible Medicine,These ads ran without a disclaimer,≤100
109439817056024,Elect Logan Endow,Friends of Logan Endow,≤100
993294760683044,Education Reform Now,Education Reform Now,≤100
117497942983942,Austin Hunter for Democratic County Central Committee,Austin Hunter for Democratic County Central Committee,≤100
224455220917622,Visit Foley Alabama,These ads ran without a disclaimer,≤100
319955174704482,Seminole County GOP,The Republican Party of Seminole County (aka Seminole GOP),≤100
111417456906008,Re-Elect Commissioner Meyers,Andy Meyers Campaign,≤100
290619938124217,TropicSport,Chase Keola Sagum,≤100
1443127535947107,Save the Children Action Network,These ads ran without a disclaimer,≤100
102617961152741,Barbara Bollier,Bollier for Kansas,1664
384233865516028,Unique Deal,These ads ran without a disclaimer,339
111216193611875,Sean McCaffity for Congress,MCCAFFITY FOR CONGRESS,≤100
103618207838156,Protect Portola Valley Schools,"Protect Portola Valley Schools – YES on P, FPPC# 1422899",≤100
83960796709,Institute for Southern Studies,INSTITUTE FOR SOUTHERN STUDIES INC,≤100
420785874975425,Conservative Institute,The Conservative Institute,1195
212933805686,Because International,Because International Corp,≤100
11006419356,The Voice of the Martyrs - USA,"VOICE OF THE MARTYRS, INC., THE",438
107144804077596,David Saucedo For Congress TX  CD17,David M Saucedo,≤100
1603588163220978,Human Rights Defense Center,These ads ran without a disclaimer,≤100
197311240419563,Late Night with Seth Meyers,These ads ran without a disclaimer,433
1628679613829742,Josh Hicks,Josh Hicks for Congress,≤100
196474677226868,Vivian Childs for Congress,CHILDS FOR CONGRESS COMMITTEE,≤100
126545090842652,Sean M. Spiller,Election Fund of Sean M. Spiller,≤100
139151419572310,Lance Gooden,LANCE GOODEN FOR CONGRESS COMMITTEE,≤100
451017325081762,Robin Knapp- Onslow County Commissioner,Kelli Knapp,≤100
111866390438469,Holidayswagby1st,These ads ran without a disclaimer,≤100
227594571444676,Building New York's Best,"Carpenter Contractor Alliance of Metropolitan New York, Inc.",≤100
221364705166573,NUNYO & COMPANY,NUNYO & COMPANY,≤100
104658830978720,Jeffrey Mack for DuPage County Auditor,Jeffrey None Mack,≤100
111428049989,Cal Cunningham,DSCC,≤100
303340767054069,floa,Michael Anthony Stagno,≤100
106923910761528,Cleon Long for City Council,Cleon Long for City Council,≤100
109274127208993,State Committeeman Matthew Sisk,Hotline Productions,≤100
1156409567795346,Dump the Chump Trump,Jeffrey Aaron Brown,≤100
411431975550358,Marc Veasey,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,≤100
109729897041138,David Richter,David Richter for Congress Inc,≤100
383677738397139,Association for Accessible Medicines,Association for Accessible Medicines,≤100
54580146753,Faith in Action,Faith in Action,137
856208611420219,Christina Finello,FINELLO FOR CONGRESS,≤100
105270434360519,The Dirty Dems,Robert Jeffrey Johnson,≤100
111441235637434,BahaiTeachings.org,These ads ran without a disclaimer,≤100
100256754899828,Patriot's Cave,Patriot's Cave,581
159190060784796,Broward Sheriff's Office,The Broward Sheriff's Office,880
79047202856,People's World,People's World,≤100
1800502240239217,Flagler County & Palm Coast Better Government Leadership,Better Government Leadership Fund,≤100
101895607980616,Newsday Headlines,PETER-GAY NIKORA LINDO,1943
651032398295103,Faith on View,Rondall Chambers Reynoso,≤100
111430667130680,Jimmy Holbrook For Commissioner,Lebron Jimmy Charles Holbrook,≤100
292847028010932,Aresel,These ads ran without a disclaimer,≤100
872842866161157,One Nation Design,One Nation Design,153
165551260479306,Lifting Hands International,Lifting Hands International,≤100
101989908007654,Mondays for the Planet,These ads ran without a disclaimer,≤100
175723919259349,Mayor Scott Singer,Scott Singer for Mayor,5519
82637311931,Citymeals on Wheels,CITYMEALS-ON-WHEELS,≤100
8501031021,VoteVets.org,VOTEVETS,≤100
115118186595201,Keeping Healthy,Grenda Joseph,119
169484573390768,Care Net Pregnancy Center of IRC,VERO BEACH CRISIS PREGNANCY CENTER,≤100
2070175346621080,Russ Cirincione for Congress 2020,FRIENDS OF RUSSELL CIRINCIONE,≤100
8934429638,Planned Parenthood Action,Planned Parenthood Action Fund,10853
684473794899189,"Sanders Phillips Grossman, LLC",Legal Action Media,≤100
514167322309353,Dan Crenshaw,Crenshaw For Congress,≤100
22585467017,LATV,"LATV Networks, LLC",≤100
111025623848112,Vggcgg,These ads ran without a disclaimer,≤100
1842341652707472,Legit Politic,Legit Politic,≤100
709491732434343,שורת הדין - Shurat HaDin,Israel Law Center,≤100
512709562133395,Harvey Ward Gainesville City Commission District 2,Harvey Ward for Gainesville City Commission District 2,408
292994640813274,Villabrille,These ads ran without a disclaimer,≤100
417003782372467,Foundation Blue Media,Foundation Blue LLC,≤100
104456304504348,Online Carry Course USA,Arin Aghajani,≤100
1347082228701020,Demarson New York,These ads ran without a disclaimer,≤100
1467598083570710,Dearborn Heights 48125 East,Suzanne Marie Todd,≤100
56129410661,Justice Policy Institute,SARAH RACHEL ROSE-STERN,≤100
112942500238297,Trees4Australia,Trees4Australia,4394
427656937297996,Diario Las Americas,These ads ran without a disclaimer,≤100
109846247289678,Michelle Kaplan for Ellsworth and Trenton Representative,Michelle Kaplan,≤100
103928927889522,Welcome to the beautiful Xinjiang,These ads ran without a disclaimer,≤100
278711779743015,Jonathan Royce Esteban,THE JONATHAN ROYCE ESTEBAN CONGRESSIONAL PROJECT,≤100
309394799958287,Emrld20,These ads ran without a disclaimer,≤100
143709386555542,Always Free WV,WEST VIRGINIA CITIZENS ACTION GROUP,≤100
131994543867785,New Nationalism.com,Robert Woodward Claude,≤100
147523538641547,Capitol Ministries,CAPITOL MINISTRIES,160
711056292584179,Charles Law Jr For State Senate District 11,Charles Edward Law,≤100
112787253593126,Blueberry Lane,These ads ran without a disclaimer,≤100
456141128172591,Postcards and Authors,These ads ran without a disclaimer,≤100
110349617195712,Courage to Change,Courage to Change PAC,≤100
292351509697,Jerusalem Prayer Team,Jerusalem Prayer Team,2155
100499424808622,Jennifer L. Bergman for Liberty County District Attorney,Jennifer Bergman for Liberty County District Attorney Campaign,≤100
1081657668631713,Wild Bobby,Yehuda Arye Berman,≤100
104143227777677,Bridget Bellavigna for Arizona Corporation Commission,Bridget Bellavigna for Corporation Commission,≤100
29092950651,TED,TED Conferences,1429
440902859280970,GodSaidManSaid,God Said Man Said,≤100
111499786969475,Vohallo,These ads ran without a disclaimer,≤100
105844410767627,The Mini Activist,The Mini Activist,≤100
2682742185129480,ELL & Atty,These ads ran without a disclaimer,≤100
130234313704399,United We Dream,United We Dream Network,1820
101971071205748,Food Allergy Wizards,Lauren Elizabeth Petrullo,≤100
101111164863716,Vote Brian Barefoot,These ads ran without a disclaimer,≤100
248425018569930,Vanguard Attorneys,Vincent Paul Dolan,≤100
2227631727458270,Raine Reusables,These ads ran without a disclaimer,≤100
101167851512310,liquidlunchpodcast,These ads ran without a disclaimer,≤100
100766458075550,"Tim Martin for Commissioner, Precinct 1",Timothy Reed Martin,≤100
159964696102,Kevin McCarthy,KEVIN MCCARTHY FOR CONGRESS,10567
1456310534453054,Veteran Loans Online,"LMB OpCo, LLC",787
130266155573,Valley Water,These ads ran without a disclaimer,≤100
21492729544,Catholic Relief Services,CATHOLIC RELIEF SERVICES - UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,6186
433125397034848,Dan O'Neill,Friends of Dan O'Neill,≤100
756979391127754,NYU Teacher Residency Program,These ads ran without a disclaimer,214
124108347635071,The Melting Pot,These ads ran without a disclaimer,≤100
1079789672084038,SimonBooks,Simon & Schuster,≤100
150181591837186,Ted Terry,Ted for Dekalb,≤100
100673638192835,Longtripmall-,These ads ran without a disclaimer,≤100
190074524670200,"Doug Bankson, City of Apopka Council Seat 3",Doug for Apopka,416
103146981064888,Stephen Bator,These ads ran without a disclaimer,≤100
746838268687634,Tom O'Halleran,TOM O'HALLERAN FOR CONGRESS,≤100
537181256742387,The New Center,The New Center,≤100
1499911393420824,Welcoming Cumberland Presbyterians,Michael Allen Leslie,≤100
1467725903304588,EZ Insure,Benepath,661
76050196975,Light of Life Rescue Mission,LIGHT OF LIFE MINISTRIES INC,≤100
488460945012999,President Trump 2020,Trump Collections,≤100
17274984050,Consumer Reports Advocacy,Consumer Reports Inc,890
915445032137036,Amanda Makki for Congress,AMANDA MAKKI FOR CONGRESS,163
114530700443,Food Bank of Contra Costa and Solano,Food Bank of Contra Costa & Solano,≤100
1819658374974706,Arena,Arena PAC,6927
106760350947076,Shopissimo,These ads ran without a disclaimer,≤100
404126906339860,Gary Moore Pearland City Council,Elect Gary Moore,≤100
343394333200947,Kohler After Hours,These ads ran without a disclaimer,≤100
114289029948093,Denny Doyle,Friends to Re-elect Mayor Denny Doyle,≤100
161994493811699,Conservation Lands Foundation,Theresa A. Blake Graven,≤100
1801237890175919,The Denice Gary Show,Denice Garypandol,≤100
354253951601784,LiberalResistance,USA Unify Media Inc,≤100
318480768242072,We Are Child Care Illinois,SEIU Healthcare Illinois & Indiana,≤100
628891490457484,Nancy Mace,Nancy Mace for Congress,≤100
103959221222594,IL Citizens for Accountability,Citizens for Accountability,≤100
1290536624348001,Informed Immigrant,FWD.us Education Fund,330
126707297468727,Doug Broxson for Florida,Doug Broxson for State Senate,285
