Page ID,Page Name,Disclaimer,Amount Spent (USD)﻿
77130778113,Coalition for Medicare Choices,The Coalition for Medicare Choices,682
106030702041,Aspen Snowmass,"ASPEN SKIING COMPANY, L.L.C.",≤100
7686808625,Jim Inhofe,FRIENDS OF JIM INHOFE,≤100
108177123941208,AVRA,Antelope Valley Republican Assembly,≤100
107058120731322,The Time is Now,Mellonie Ann Mendoza,≤100
107600877320090,Brad Hutto,Hutto for Senate,≤100
1242678829155426,Joanna Cattanach for Texas State Representative HD108,Joanna Cattanach for Texas State Representative,≤100
184752451859,Tom Barrett,Friends of Tom Barrett,2606
109352963927803,Christine Casebolt for Republican State Committeewoman,Red Massachusetts Grassroots Action,≤100
2288435908094814,Vote Yes for Neenah Schools,Amy Clare Nasr,≤100
1621211201473752,OKTreasure.com,Oklahoma State Treasurer's Office,≤100
102757964504021,Greta Thunberg Fan Club,These ads ran without a disclaimer,≤100
854748721570632,A Second Opinion,Motus Creative Group,≤100
434616383688551,Ocean & Co.,Ocean & Co,125
751679868274074,Hope for Students,THE EXPECTATIONS PROJECT INC,≤100
655065784538368,PredictIt,"PredictIt - Prediction Markets. A project of Victoria University of Wellington, PredictIt has been established to facilitate research into the way markets forecast events.",333
165364270823448,Aaron Lieberman for Arizona,Elect Aaron Lieberman. Authorized by Aaron Lieberman.,≤100
107297540666889,DemCast Arizona,DemCast USA,≤100
2014519985445047,Clean Jobs Midwest,Energy Media,314
101202938057197,Phil Gardner,PHIL GARDNER FOR CONGRESS,≤100
709295132465359,Portland Pet Food Company,These ads ran without a disclaimer,≤100
230991440288731,American College of Obstetricians and Gynecologists - ACOG,"OBSTETRICIANS AND GYNECOLOGISTS, AMERICAN COLLEGE OF",≤100
242960515598,Military Spouse,These ads ran without a disclaimer,≤100
195798633872182,Women's Medical Fund Wisconsin,Lucille Starer Marshall,≤100
648528708657585,New Skills Academy USA,These ads ran without a disclaimer,≤100
422362971693359,MenRec,George Weiss,≤100
1417599265225727,Southwestern Medical Foundation,Collin M Quick,≤100
458969224264762,Caleb Howe,Caleb Thomas Howe,≤100
219842411373576,Faith Mission,Lutheran Social Services of Central Ohio,≤100
158345229308,Crystal Coffee,These ads ran without a disclaimer,≤100
37495431484,Bassel & The Supernaturals,Ronnie Bassel Almadani,≤100
35368227870,realtor.com,These ads ran without a disclaimer,≤100
511996862318810,True Homestead,James Mcdonough,≤100
101992031368419,Vote Steve Now for State House,Friends of Steve Leibel,≤100
8321461609,MomsRising.org,MomsRising Education Fund,≤100
2111654082451335,Laila Saab,These ads ran without a disclaimer,≤100
57161230565,Bloch's Farm,These ads ran without a disclaimer,≤100
119875179042,Josh Stein,Josh Stein for Attorney General,≤100
153408513065,Democratic Party of Jefferson County (Wisconsin),Democratic Party of Jefferson County (Wisconsin),378
797361757127895,Justin Busch,Justin Busch for State Senate,≤100
172552106115265,Patheos Evangelical,Patheos Evangelical,≤100
377247662301741,The Louisiana Record,The Record,≤100
213687698658,Americans for Prosperity Foundation,Americans for Prosperity Foundation,≤100
329155814320463,Josh Travis,Joshua J Travis,≤100
116840736388574,Howell Lee for School Board,Friends of Howell Lee,≤100
37630324302,Rational 360,Rational 360,≤100
191886304159330,Already Dead Tapes & Records,These ads ran without a disclaimer,≤100
2068830876573768,Project Divided,Marley Benjamin Urbas Duchovnay,≤100
106710090880073,Sara Lewis For Judge,The Committee to Elect Sara Lewis Judge,≤100
108177347380482,Market Watch,Smart Market Tips,≤100
111034825665225,GoPhilanthropic,GO PHILANTHROPIC CHARITABLE FUND,≤100
9890558205,New Era Colorado,New Era Colorado Foundation,≤100
27591534505,SPIRIT 105.3,CRISTA MINISTRIES,≤100
323110354399964,TD Ameritrade,These ads ran without a disclaimer,≤100
622605361280976,Freeenterpriseeconomics,Raymond J Keating,≤100
109295990419284,Esther For Congress,ESTHER FOR CONGRESS,≤100
166235850642503,Imagine That,These ads ran without a disclaimer,≤100
741560249194129,Konsume,Lance Morgan Rinker,≤100
101655494532716,Friends For Lou Kowieski,Friends For Lou Kowieski,1649
113132260326084,Reality of China,These ads ran without a disclaimer,≤100
19812849944,United Food and Commercial Workers International Union,United Food and Commercial Workers International Union,655
126248487428598,"Church Mutual Insurance Company, S.I.",CHURCH MUTUAL INSURANCE COMPANY,≤100
108935370485725,Angela Byrnes for Coroner,Angela M Byrnes,≤100
77278490877,National Corn Growers Association,National Corn Growers Association,≤100
135528903145833,Peter Ohtaki for State Assembly,Ohtaki for Assembly 2020,≤100
133650406967,Scott Wiener,Re-Elect Scott Wiener for State Senate 2020. FPPC #1392654.,≤100
149533805741580,A Better Dane County,These ads ran without a disclaimer,295
1166660030079480,National Democratic Redistricting Committee,National Democratic Redistricting Committee,≤100
10234472029,Council on Foreign Relations,Council on Foreign Relations,≤100
125845052150716,Monica De La Cruz-Hernandez for U.S. Congress,Monica De La Cruz-Hernandez,≤100
2311246688897009,Reachdrbeach,These ads ran without a disclaimer,≤100
1000141133453662,Girl Gang Craft,Phoebe B Sherman,≤100
480981622445006,Diana Alexander 2020,Diana Alexander Campaign Fund,≤100
2346217618936823,Kendra Horn for Congress,KENDRA HORN FOR CONGRESS,≤100
2377931022490256,Michael Lovell - Candidate for Wentzville Alderman Ward 3,Michael Keith Lovell,≤100
1834022063367378,Wisconsin Moms,Opportunity Wisconsin,5622
186108419168,SEIU Local 503,"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 503, OREGON PUBLIC EMPLOYEES UNION",≤100
608862422970723,Fishermen for Trump,William Edward Regan,≤100
216311481960,Bill Gates,Bill Gates,≤100
2102809453136561,Term Limit Pledge,TermLimitPledge.Org,≤100
112694470356789,Trumpcare For America,Stuart Joseph Millar,223
1925751504337881,MJ for Texas,MJ FOR TEXAS,≤100
106658274208314,Inrainqho,These ads ran without a disclaimer,≤100
113005536951767,Planted,Andrew West Gardner,≤100
1553978148244954,Build With Strength,Build With Strength,≤100
312087222175938,Southeast Texas Record,The Record,≤100
43426724597,Paper Culture,These ads ran without a disclaimer,≤100
272565456712768,Bloomberg Government,"BUREAU OF NATIONAL AFFAIRS, INC., THE",≤100
447484109420511,Taylorfor2021,Joycelyn M Taylor,≤100
129688564385308,Rockay,These ads ran without a disclaimer,≤100
483987631637740,Heather McDonald,Peter James Dobias,≤100
112252320119719,"Aycha Sawa, CPA for Comptroller",Aycha Sawa for Milwaukee City Comptroller,1679
147523538641547,Capitol Ministries,CAPITOL MINISTRIES,≤100
116784889192275,Vivrelle,These ads ran without a disclaimer,≤100
356550801864375,New Berlin Republicans,Republican Party of Waukesha Party,≤100
615854911830541,Shore Buddies,Malte Niebelschetz,≤100
100382988194825,People for Brian Sager,People for Brian Sager,≤100
2224341514562713,Elect Kim Owens - Arizona Corporation Commission,Committee to Elect Kim Owens,≤100
2282241388670058,Ubuntoo,Yuri None Schwarzer Pereira,≤100
370783806625168,CarsonWatch,PUBLIC ADVOCATES INC,≤100
2078647579047586,Project Pulso,Project Pulso,1678
2246364628908665,Uniting Missouri,Uniting Missouri,≤100
170513550004366,Lake Geneva Online,These ads ran without a disclaimer,≤100
101913896552055,BreakThrough Inc.,These ads ran without a disclaimer,≤100
74783093812,Just Vision,These ads ran without a disclaimer,≤100
105928170893081,Bill Conway for Marathon County Board District 16,William C Conway,≤100
